inc,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
49,0.001996934012948582,0.009730895101441624,0.013121909694830408,0.017814001137909142,0.02308716775712613,0.029064631315404578,0.035931224457129506,0.04354681262838811,0.04953514869515989,0.0524852226663231,0.05444348225160385,0.05620241251450876,0.05726671029034627,0.056553956955789866,0.05405690417184465,0.05079031939787841,0.04701635089422788,0.0427627839603761,0.03802720248332454,0.03245202173929571,0.025799254597937596,0.01793480678783411,0.009780425417910521,0.0036024244807572356,0.001034096363356295,0.0006088604756210182,0.0003020141248120419,0.00010026868943762541,1.1949687783174697e-06
50,0.001993402734933548,0.009729687044942375,0.013218554214770233,0.01811359914972261,0.023603007882304988,0.029813626344938282,0.03693270329500601,0.04477298997512468,0.05074441325090696,0.05368723888307479,0.05568536433283069,0.05750348936419885,0.058610069117509794,0.057896107726454434,0.05534831656954051,0.05203099342260583,0.048196622093993176,0.04388265233517894,0.03909391637216069,0.03346316502916613,0.026749995062845817,0.01883722499277203,0.010417071193014325,0.003881485532083367,0.0011391972787905627,0.0006221490971127216,0.00030805440730827087,0.00010268480243584758,2.1510247439105624e-06
51,0.001989753789461715,0.009728478988443132,0.013315198734710059,0.01841078104853759,0.0241188480074838,0.030565037487470442,0.037941430471877986,0.046007623717356,0.05197783893663898,0.054920664568806815,0.05695623977003945,0.05882147900487826,0.059961884340168255,0.05924067461011721,0.05664576924973283,0.053271667447333394,0.049376893293758356,0.045000104596983434,0.04016063026099645,0.03447551637553577,0.02769952747125462,0.01973964319771042,0.011053716968118051,0.004161754639909017,0.0012442981942252886,0.000635437718604543,0.0003153027463038048,0.00010268480243605644,9.693363039298812e-08
52,0.001986192262973704,0.00972727093194388,0.013407011028652903,0.018701922664856332,0.024623815624169397,0.03129711972601464,0.038925996518765035,0.047214472160104604,0.05318106320988989,0.05612388884205777,0.05820537019026172,0.060126180024065945,0.061308867336829595,0.06057678509828547,0.05792510108243635,0.054484556172578254,0.05052937919404084,0.046093395728802514,0.04120076690684877,0.03546249853542124,0.028626106806177515,0.020620316385661922,0.011673449952232151,0.004433567352239659,0.001346982996661511,0.0006487263400961962,0.00032134302879987034,0.00010510091543465217,1.2753090266252433e-06
53,0.0019825576928446326,0.00972606287544463,0.01350244749209349,0.018997896507172055,0.02513965574934826,0.03204732281204759,0.03993230758263846,0.048446689789337465,0.05441207278262347,0.05735369035829201,0.05947986979696826,0.06146108245573486,0.06268725980247142,0.06195034533793026,0.059234634327621015,0.05572764631030446,0.05171689873280145,0.047218096329602395,0.04226385662618679,0.03646880959929465,0.029570806988589573,0.021519110421102355,0.012307679614337484,0.004711420347066725,0.0014496677990976524,0.0006620149615877563,0.0003297994242947743,0.00010510091543470672,1.8383127186107622e-06
54,0.001978921437014914,0.009724854818945384,0.013597883955534067,0.019296286462486285,0.025654287818027848,0.0327975258980805,0.040939826703011196,0.04968132353156878,0.05564308235535709,0.05858590798752487,0.060755577460174036,0.06279719294390297,0.06406565226811327,0.06332752974707274,0.060555040081298896,0.05698040090002439,0.052906834384560605,0.04834158887390289,0.04332815440202421,0.03747512066316827,0.03051671522750071,0.022417904456542816,0.012940701219943092,0.004989273341893801,0.0015547687145320145,0.0006753035830795543,0.00033583970679090303,0.00010751702843306156,7.907995812962457e-07
55,0.0019753113480201756,0.009723646762446136,0.013692112362475405,0.01958742807880502,0.02616287960421121,0.033538064532119466,0.0419316410888937,0.05089783642631144,0.056855971080601975,0.059801212825768224,0.06201920455838731,0.06411880675408006,0.06542833999926487,0.06468417719572812,0.06186094915698593,0.05821382658575631,0.054071400849835576,0.04944333640121712,0.04436829104787664,0.03846089476655468,0.031443294562423556,0.023298577644494493,0.013559226147558303,0.0052622941107237095,0.0016562454604687714,0.0006885922045711372,0.00034308804578637807,0.00010872508493222515,1.1300360354720423e-06
56,0.001971717132431005,0.009723646762446136,0.013787548825915978,0.019885818034119252,0.026678719729390035,0.034285851505153904,0.042935536039768664,0.0521264298860465,0.05808094037083924,0.061024974059506305,0.06328524776959911,0.06544042056425736,0.0667910277304165,0.06604082464438349,0.06316685823267283,0.0594424200454917,0.055233551202112194,0.05054266781553245,0.04540842769372909,0.03944304470044313,0.032363833614850575,0.02417562666294825,0.01417654301867382,0.0055328987665550725,0.0017577222064057568,0.0007030888825623587,0.00034792027178332744,0.00010993314143160096,2.3535226211345433e-06
57,0.001968050806998767,0.00972123064944764,0.01388660945885431,0.02019145632842895,0.027205432363062117,0.035050551269177804,0.04396238406412937,0.05338160058876504,0.05933248690406008,0.06227531253622787,0.06457907628029363,0.06679223578691573,0.06818150076105076,0.06742525739252161,0.06450176066434166,0.060706047143704964,0.05642590296686957,0.05167220064232925,0.046472725469566475,0.04044331548182035,0.03330128545826685,0.025057507907399353,0.014886880240231532,0.005869946529845376,0.001857990895843355,0.0007163775040538611,0.0003551686107791171,0.00011114119793068538,1.4313593250549827e-06
58,0.001964466670480005,0.009720022592948395,0.013983253978794139,0.02048863822724394,0.02772127248824096,0.03579833824221221,0.04496507095850511,0.05460898599200087,0.06055504008129892,0.0634978657134667,0.06584270337850688,0.0681102254275951,0.06954056432270456,0.0687843209541755,0.06581250196602552,0.061950345337930424,0.05759409360164229,0.052772740113144145,0.047505613776423455,0.04141338485071627,0.03421095200220048,0.0259019394003736,0.015668492795244744,0.006360417468540038,0.0019691320937741427,0.0007284580690465074,0.0003624169497742153,0.000112349254430237,9.742188069357981e-07
59,0.0019608606906925496,0.00972002259294839,0.014078690442234715,0.020788236239057407,0.0282371126134198,0.03654733327174592,0.04597017396587932,0.05583999556473448,0.061782425484534796,0.06472162694720472,0.06710995464621787,0.06943425535077084,0.07090566816685467,0.07014942479832556,0.06713411577620264,0.06320430798414954,0.058765908405912955,0.0538756956969576,0.04854333430927727,0.04238707838911009,0.03512303465913288,0.026747578949847146,0.016450105350258315,0.006881089819716071,0.002118931099680863,0.0007417466905384395,0.00036845723227057467,0.00011355731092918788,6.800818434646986e-07
60,0.0019572898090500037,0.009717606479949898,0.01417775107517304,0.021090250363869373,0.028758993021094893,0.0373011605272766,0.04698131725574983,0.057075837363465054,0.06300739477477205,0.0659429720679444,0.06837116563143271,0.070751036934951,0.0722635236720092,0.07150848835997942,0.06844968930388362,0.0644522303478728,0.05993409904068569,0.05497381905477378,0.04957380650313563,0.043354731645007874,0.03603028509006786,0.027588386273323804,0.017225677622775555,0.007399346057893281,0.0022675220490881607,0.0007538272555306947,0.00037449751476695584,0.00011476536742840494,1.3186664609928095e-06
